id,Date,NumberOfSubjects,Fatal,SubjectArmed,SubjectRace,SubjectGender,SubjectAge,NatureOfStop,NumberOfShots,NumberOfOfficers,OfficerRace,OfficerGender,Department,FullNarrative,City,Notes
314008,NA,1,N,N,W,F,U,Agg DV Assault,NA,1,W,M,Kansas City Police Department,NA,Kansas City,NO HITS
4159063,NA,1,F,N,B,M,26,Citizen Contact,2,1,W,M,Phoenix Police Department,"SP-1 physically attacked officer while officer was in his patrol vehicle, reached for officer's handgun x3 times. Officer fired duty weapon 2 times and struck SP-1. Drugs Related",Phoenix,Reached for Officer's Gun
2201774,NA,1,N,N,W,M,27,Radio Call,NA,1,U,U,San Diego Police Department,NA,SanDiego,"Armed with ""BFT"""
4665070,NA,1,N,Y,L,M,26,NA,NA,2,H;H,M;M,Los Angeles Police Department,"On March 23, 2011, at about 2:25 p.m., uniformed Harbor Division officers were on routine patrol when they conducted a traffic stop on a vehicle at King Avenue and F Street in the City of Wilmington. Immediately after the Ford Mustang stopped, a male suspect later identified as 26-year-old Eduardo Velasco, got out of the front passenger seat armed with a stainless steel semi-automatic handgun and ran south on King Avenue away from the officers. The officers gave chase and followed Velasco to the 500 block of King Avenue where he jumped over a wrought iron fence. The officers verbally ordered Velasco to stop and drop the gun. Despite the officers orders to drop the gun, Velasco raised the handgun pointing it at the officers, resulting in an officer involved shooting. Velasco dropped the gun and ran through an apartment complex where he was taken into custody without incident by responding officers.",LosAngeles,NA
3458175,7/5/1905,1,N,Y,B,M,20,NA,8,1,U,U,New York Police Department,NA,New York,NO HITS; HAND GUN
2877760,7/5/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
3711942,NA,1,N,Y,O,M,U,NA,NA,1,H,M,Los Angeles Police Department,"On July 30, 2014 around 6:30 p.m., Topanga Area Patrol officers responded to the 9100 block of DeSoto Avenue for a shooting call. An off-duty FBI agent observed what appeared to be a kidp in progress when an armed suspect forced a victim into his vehicle. The FBI agent identified himself and an agent involved shooting occurred. The suspect then fled the scene in his vehicle with the Victim. The victim was released in the Topanga area and the suspect continued to flee to the area of Woodlake Avenue and Ventura Boulevard. California Highway Patrol officers engaged the suspect and another officer involved shooting occurred. The suspect fled northbound on the 101 freeway at which point Los Angeles police officers located the suspect and initiated a vehicle pursuit. The pursuit ended in the 24200 block of Pacific Coast Highway when the suspect exited his vehicle armed with a handgun. When the suspect pointed the handgun in the officers direction, a third officer involved shooting occurred. The officer involved has been identified as Police Officer II Robert Del Papa, Serial No. 37526. The suspect fled on foot and was taken into custody.",LosAngeles,NA
93844,5/4/2011,1,F,N,L,M,49,Traffic stop; suspicious person,24,3,W;W;W,M;M;M,Phoenix Police Department,"Suspicious subject in vehicle driving through neighborhood. Sgt attempted veh stop. Subject accelerated in reverse, ramming sgt's vehicle. Sgt performed pit manuever. Subj got out of veh and pointed perceived weapon at sgt from 6 feet away (metal stock, pocket knife, and flashlight found in subject's vehicle). Two-man unit arrived. Sgt and 2 ofcs fired at subj. Subj's drove away and collided into nearby business. Subj deceased.",Phoenix,NA
3688590,1/10/2014,1,N,N,W,M,48,Robbery,1,1,W,M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2014/OIS_2014_236112-2014.pdf,Dallas,NO HITS
3788857,6/4/2016,1,F,U,L,M,U,NA,NA,2,H;B,M;M,Los Angeles Police Department,NA,LosAngeles,Hit
2576540,7/5/1905,1,N,Y,B,M,17,NA,4,1,U,U,New York Police Department,NA,New York,HAND GUN
1457007,NA,1,N,N,W,M,34,NA,NA,1,U,U,Portland Police Bureau,"On Monday December 27, 2010, at approximately 5:15 p.m., Portland Police officers were dispatched to a residence in the 3500 block of Southwest Dakota Street on the report of a disturbance. The caller to 9-1-1 stated that her 34-year-old son, Marcus Lagozzino, was outside the house breaking windows, throwing things at the house, and was armed with a machete. The caller reported that she and her husband were hiding inside the house.Several officers and sergeants arrived and worked to develop a plan to approach the subject safely. As the officers approached the residence, Lagozzino immediately confronted the officers, while still armed with the machete.Officers gave verbal commands to Lagozzino and deployed a bean bag shotgun as well as a Taser. During the course of the incident, Officer Bradley Clark, a 4-year veteran of the Portland Police Bureau, fired an AR-15 rifle at Lagozzino, striking him.  Lagozzino was taken to a local hospital where he recovered from his injuries. The entire incident occurred within a minute.",Portland,https://www.portlandoregon.gov/police/article/538355
757546,NA,1,N,Y,B,M,69,NA,NA,1,B,M,Houston Police Department,Narcotics unit was executing a search warrant at a residence and when they gained entry a suspect was found inside with a shotgun. The suspect raised the shotgun toward the officers causing an officer to shoot the suspect.,Houston,NA
1321417,NA,1,N,U,B,M,U,NA,NA,1,H,M,Los Angeles Police Department,NA,LosAngeles,No Hit
2908197,3/3/2011,1,N,N,U,M,38,Traffic stop,NA,1,L,M,El Paso Police Department,NA,El Paso,NO HITS; 40-hour suspension; vehicle
3844051,NA,1,N,Y,B,M,U,NA,1,1,B,M,Milwaukee Police Department,starts on page 83,Milwaukee,1 shot fired by PO; 1 hit (to the right eye); firearm
4224404,4/7/2012,1,N,Y,U,M,U,Crime,NA,2,U,U,Philadelphia Police Department,"On 7/4/12, at approximately 9:19 P.M., uniform officers observed a male shoot another male at 17th Street and JFK Boulevard. One of the officers pursued the offender, who pointed his firearm at the officer. The officer discharged his weapon striking the offender. The offender was admitted to Hahnemann University Hospital. The offender’s firearm, a revolver loaded with two live rounds, and three fired cartridge casings, was recovered. It was learned that the offender had also shot another male moments earlier at 1600 Arch Street. Both complainants were admitted to Hahnemann University Hospital.",Philadelphia,NA
1489577,NA,1,N,U,B,M,30-39,NA,NA,1,L,M,Chicago Police Department,NA,Chicago,Firearm Discharge - No Hits
3309279,NA,1,F,U,B,M,15,NA,2,1,W,M,Chicago Police Department,NA,Chicago,Michael Westley; http://www.chicagotribune.com/news/local/breaking/ct-michael-westley-police-video-20160523-story.html
1779546,3/5/2010,1,N,Y,L,M,20,Robbery,1,1,H,M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2010/OIS_2010_121982X.pdf,Dallas,NA
2028875,NA,1,N,N,B,U,U,NA,NA,6,W;W;W;W;W;W,M;M;M;M;M;M,Houston Police Department,The armed suspects were leaving a business that they had just robbed when they were engaged by the officers. The suspects refused to drop their weapons forcing the officers to shoot.,Houston,NA
3657209,NA,1,F,N,U,M,27,Robbery,5,2,W;W,M;M,Phoenix Police Department,"MOU officers and sergeants found a robbery subject in a motel room, used a ruse to get subject outside where he could be taken into custody. Subject was able to get to his vehicle and rammed a U/C police vehicle that was used to box the subject vehicle in. Upon 3rd or 4th time ramming, the MOU Sgt and an MOU Ofcr who were outside the driver's door on the the subject's vehicle, fired at the subject to end the threat.",Phoenix,Vehicle
3327764,NA,1,N,NA,B,M,28,NA,NA,1,W,M,Columbus Police Department,Mr. Turner sustained one gunshot wound to his upper right arm.,Columbus,"Shooting, non-fatal"
4551264,7/2/1905,1,N,U,U,U,U,NA,NA,3,U;U;U,M;M;M,New Orleans Police Department,"Sgt Dan Anderson, Officer Bryan Bissell and Officer Wesley Melford and unknown citizen.",NewOrleans,NA
4390836,7/3/1905,1,N,NA,U,U,U,NA,NA,NA,U,U,Newark Police Department,NA,Newark,NA
4377406,10/12/2011,1,N,N,B,M,34,Cutting,2,1,W,M,Dallas Police Department,http://dallaspolice.net/reports/OIS/narrative/2011/OIS_2011_322771Y.pdf,Dallas,Knife
4178390,NA,1,N,Y,U,U,U,NA,NA,3,NA,M;M;M,St. Louis Metro Police Department,NA,St. Louis,"HANDGUN PERSONAL WEAPONS (HANDS, ETC.)"
2675970,2/2/2013,1,N,N,B,M,33,NA,NA,3,W;L;L,M;M;M,Houston Police Department,"Suspect took complainant's vehicle without consent.  Suspect attempted to strike at least two officers with the van while fleeing.  The HPD officers in fear of their life/lives of fellow officers, fired and struck the suspect in the leg.",Houston,Victim armed with vehicle.
4144987,11/5/2016,1,N,N,L,U,U,Robbery,1,1,A,M,Chicago Police Department,No hits,Chicago,NA
3070278,12/8/2015,1,F,N,B,F,U,NA,NA,1,H,M,Los Angeles Police Department,"On August 12, 2015, around 1:43 p.m., Southwest Area patrol officers responded to a ""Robbery Suspect Just Left"" radio call in the 3700 block of Santa Rosalia Drive. The comments of the radio call indicated the suspect was a female Black wearing a purple scarf and armed with a large knife. At around 2 p.m., the officers observed an individual matching the robbery suspect description walking on Santo Tomas Drive just west of Marlton Avenue. The suspect ran from the officers as they exited their police vehicles. The officers chased the suspect northbound into the alley. The officers observed the suspect arm herself with a large knife and they began to give her commands to drop it. The suspect refused to comply, and continued to flee before she suddenly stopped and turned toward the officers. The suspect began to advance toward the officers still armed with the knife. One officer deployed a TASER device at the suspect and an officer involved shooting occurred. The suspect was struck by gunfire and fell to the ground where she was taken into custody by responding units without further incident. Paramedics with Los Angeles Fire Department Rescue Ambulance responded, rendered medical aid, and determined she was deceased.",LosAngeles,Knife
1606502,NA,1,N,U,B,M,U,NA,NA,2,H;W,M;M,Los Angeles Police Department,NA,LosAngeles,No Hit
3171087,NA,1,N,N,B,N/A,U,NA,NA,1,A,N,Houston Police Department,"While an off duty HPD officer was refueiling his car, a black male was spotted inside the officer's vehicle burglarizing it.  The officer, in fear the suspect would steal his weapon inside the vehicle, grabs his firearm and fired upon the getaway vehicle because the driver had appeared to be reaching down for something.",Houston,Officer off-duty. No hits.
4995656,8/4/2014,1,N,U,U,U,U,NA,3,1,B,M,City of Miami Police Department,NA,City of Miami,NA
4680146,NA,1,N,Y,U,M,U,Crime,NA,1,U,U,Philadelphia Police Department,"On Wednesday, April 22, 2015, at approximately 11:48 P.M., an off-duty officer, in civilian attire, was walking his dog in the 5800 block of Malvern Avenue, when he was approached by a male wearing a black hoodie. The male pointed a gun at the officer, at which time the officer drew his weapon and discharged it, missing the offender. The offender fled south on Hobart Street from Malvern Avenue, eluding apprehension. Area hospitals were checked with negative results. There were no reported injuries as a result of this police firearm discharge. No weapon was recovered.",Philadelphia,Off-duty; no firearm recovered with no shots fired; no hits
4501132,NA,1,N,N,U,U,U,Car Check,NA,NA,NA,U,Kansas City Police Department,NA,Kansas City,NA
4223475,5/10/2014,1,N,Y,U,U,U,NA,NA,2,NA,M;M,St. Louis Metro Police Department,NA,St. Louis,Handgun
560154,7/3/1905,1,N,NA,U,U,U,NA,NA,NA,U,U,Cleveland Police Department,NA,Cleveland,NA
3631087,NA,1,N,Y,U,M,U,Suspicious person,NA,2,U,U,Philadelphia Police Department,"On 7/21/11, at 2:53 PM, plainclothes officers observed the offender casing a vehicle in the area of 12th and Wolf Streets. One officer exited the unmarked police vehicle and followed the offender on foot to the 2300 block of Warnock Street. The other officer circled the block and turned into the 2300 block of Warnock Street from Ritner Street, when he heard at least two gunshots. He observed his partner in the 2300 block of Warnock Street fighting with the offender on the east sidewalk. As he exited the police vehicle and ran in the direction of his partner, he observed the offender with a gun. The officer ordered the offender to drop the gun, and when he did not comply, the officer discharged his firearm, striking the offender. The offender was transported to Jefferson University Hospital for treatment. The investigation revealed that the offender was in possession of the first officer’s firearm at the time of the police discharge.",Philadelphia,Tried to get officer's gun
4347169,7/7/1905,1,N,NA,U,U,U,NA,NA,NA,U,U,Newark Police Department,NA,Newark,No hits
598105,9/8/2015,1,F,Y,B,M,15,NA,NA,3,W;W;B,M;M;M,Indianapolis Metro Police Department,NA,Indianapolis,NA
3820141,NA,1,N,U,B,M,U,NA,8,1,L,M,City of Miami Police Department,NA,City of Miami,NA
1759925,NA,1,N,N,B,U,U,NA,NA,1,W,M,Houston Police Department,On duty HPD officer responding to hold-up alarm encountered three suspects exiting the business. One of the fleeing suspect pointed a weapon at the officer. The officer discharged his weapon at the suspect but missed. All three suspects were apprehended and the stolen money and property were recovered.  One suspect received minor injuries from a K9.,Houston,NA
3903814,7/3/1905,1,N,Y,B,M,25,NA,1,1,U,U,New York Police Department,NA,New York,NO HITS; firearm
4210235,5/11/2016,1,N,Y,B,U,U,Call for service,18,1,W;W,M;M,Chicago Police Department,Minor,Chicago,NA
3993339,NA,1,N,U,B,U,U,NA,NA,4,W;W;W;W,U,Prince George's County Police Department,"R observed a group of males standing in the parking lot of the Exxon gas station. R observed what appeared to be a hand-to-hand transaction.  The group of males observed R in a marked police cruiser.  The group of males proceeded to flee the scene in a maroon Dodge Caravan.  R observed the vehicle proceed through a stop sign, without stopping.  R ran the license plate of the Dodge Caravan.  The vehicle was confirmed to be stolen through PG Co. on August 10, 2010 (Case Number:  10-222-0860).  R subsequently activated his emergency equipment and attempted to stop the vehicle.  The vehicle refused to stop and continued to flee southbound on Route 202.  The vehicle then made a right turn onto Old Marlboro Pike and proceeded toward the courthouse in Upper Marlboro.  The vehicle proceeded onto Judges Drive and turned into a parking lot next to the courthouse surrounded by a metal chain. The suspect vehicle accelerated through the chain barrier, over a street sign, over a curb and directly at a marked police cruiser (4635) being operated by Witness Officer with R2 occupying the front passenger seat. Both Witness Officer and R2 had exited the cruiser and began to approach the suspect vehicle when they thought it was contained in the parking lot. The suspect vehicle drove directly at Witness Officer causing him to dive back into his cruiser to avoid being struck. The suspect vehicle struck Witness Officer's cruiser on the front driver's side bumper. R2, fearing the suspect vehicle was attempting to strike witness Officer, discharged his issued service weapon at the driver of the suspect vehicle. The Suspect vehicle then traveled approximately ten yards before coming to rest after striking a brick wall adjacent to the parking garage of the courthouse. All three involved citizens were struck by gunfire and were subsequently transported to Prince George's Hospital for treatment. No officers were injured during this incident.",PrinceGeorgesCounty,NA
3674190,NA,1,N,NA,B,U,U,NA,NA,1,W,U,Baltimore Police Department,NA,BaltimoreCity,NA
2930086,1/2/2010,1,N,NA,B,M,36,NA,NA,1,W,M,Columbus Police Department,Israel Lee was struck in the face by glass fragments from the front windshield being shot.  Treated at scene.,Columbus,NA
3451428,NA,1,N,Y,B,M,23,Gang activity; nightlife,7,2,W;W,M;M,Seattle Police Department,"On Nvember 25, 2012 at approximately 2:00 A.M., uniformed gang detectives were monitoring bar closing in the 1000 block of Fairview Avenue east from their Seattle Police vehicle.  Officers observed the subject produce a handgun from his clothing and begin firing shots toward the exiting crowds in the parking lot.   The officer’s exited their vehicle and began to pursue the subject who had fled the scene.  Officers gave the subject commands to stop.  The subject turned back toward the officers and fired again.  The subject again pointed his weapon at the officers and two officers fired at the subject.   Officers located the subject and took the subject into custody, and then treated the subject’s gunshot wounds.The subject was transported to Harborview Medical Center.   The subject was later booked into the King County Jail and charged with Unlawful Possession of a Firearm and detained on a N-bail Department of Corrections bench warrant.",Seattle,Handgun
1937870,7/7/2013,1,F,Y,B,M,30,Burglary,NA,1,W,M,Louisville Metro Police Department,"On July 7th, 2013 at approximately 0750 hours, suspect Carlos Runyon burglarized/robbed the KFC located at 6600 Bardstown Road. When patrol officers arrived, they observed two employees tied up inside of the restaurant. Within minutes of the officers arrival, the suspect, armed with a revolver, exited the restaurant holding one of the employees hostage. With the hostage in tow, the suspect fled on foot toward a residential area. The hostage managed to escape from him within seconds of exiting the restaurant, but the suspect continued to flee. At various points during the foot pursuit, the suspect pointed the revolver at his own head as he ran. During the pursuit, the suspect continually disregarded verbal commands being shouted by the officers. At one point during the foot pursuit, the suspect ran behind some houses in the 6800 block of Sherry Lane. While in that area, officers report hearing gunshots and believed the shots were coming from the suspect's revolver. Officer Russell Carver was in the area on foot trying to locate the suspect when he heard a gunshot and then observed the suspect jump a fence and land in the back yard of 9109 Beulah Church Rd. When he saw the suspect with the revolver, he shouted verbal commands for the suspect to drop the gun and get on the ground. Officer Carver states that the suspect did not follow these orders, but instead turned toward him and pointed the revolver in his direction. It was at this point that Officer Carver fired once with his shotgun, striking the suspect in the right shoulder. The suspect was pronounced dead at the scene. Commonwealth’s Attorney Tom Wine reviewed the case and found no criminal conduct by the officer.",Louisville,NA
1026876,NA,1,U,NA,U,U,U,NA,NA,NA,NA,U,DeKalb County Police Department,NA,DekalbCounty,NA
741146,8/2/2011,1,F,N,U,U,U,Call For Service,NA,NA,U,U,Philadelphia Police Department,"On 2/8/11, at approximately 3:10 PM, the complainant called 911 and stated that he just observed his maroon Chevy Impala, traveling southbound on Roosevelt Blvd. from Rhawn Street. The vehicle had been taken in a carjacking on 1/29/11, in the 900 block of Callowhill Street, point of gun. The complainant followed the vehicle to the 1000 block of Ruscomb Street, where he observed police approach the vehicle. The vehicle then drove away. Police pursued the vehicle through several districts, and ended at 23rd Street and Susquehanna Avenue. The officers exited their vehicle and the offenders drove directly at them, striking the two officers. Several officers discharged their weapons, striking two occupants. Both offenders were transported to Temple University Hospital, where one was pronounced. There was no weapon recovered at the scene.",Philadelphia,Vehicle as weapon
3697614,6/4/2015,1,F,Y,W,M,23,NA,NA,6,W;W;A;W;W;W,M;M;F;M;M;F,Indianapolis Metro Police Department,NA,Indianapolis,NA
470782,7/2/1905,1,U,NA,U,U,U,NA,NA,NA,U,U,Detroit Police Department,NA,Detroit,NA
251174,5/10/2014,1,F,Y,U,M,U,NA,NA,1,U,F,Metropolitan Police Department,NA,Washington DC,Victim named Michael Abney.
4981022,7/6/2011,1,F,N,B,M,31,NA,15,1,L,M,Chicago Police Department,Gildardo Sierra officer,Chicago,FLINT T. FARMER; Cell phone
3606594,3/10/2011,1,F,Y,U,M,44,Stabbing,2,6,NA,M;M;M;M;M;M,San Francisco Police Department,http://sfdistrictattorney.org/sites/default/files/FileCenter/Documents/310-636%20Funston_Redacted.pdf,San Francisco,NA
3555423,12/10/2016,1,F,N,U,M,50,Stolen car,4,4,U;U;U;U,M;M;M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/101716ReleasePO241a_161012-4303.pdf,LasVegas,NA
2026448,NA,1,F,Y,U,U,U,home invasion,4,2,U;U,M;M,Las Vegas Metropolitan Police Department,https://www.lvmpd.com/en-us/InternalOversightConstitutionalPolicing/Documents/Fatal%20OIS/073014ReleasePO205_3899_Almondwood.pdf,LasVegas,NA
1497088,NA,1,N,Y,B,M,17,NA,NA,1,U,M,New Orleans Police Department,Non-fatal 12-18-13 L-25381-13. Officer fighting over a gun in possession of citizen. Officer shot. Officer not charged. PO Kevin Doucette. Suspect Stahili Glover BM 11-1-96,NewOrleans,ONLY PO HIT
828219,NA,1,N,Y,W,M,21,Robbery,NA,1,W,M,San Antonio Police Department,NA,San Antonio,NA
4003167,NA,1,F,Y,U,M,U,NA,NA,1,W,M,Albuquerque Police Department,NA,Albuquerque,NA
1696088,3/2/2010,1,N,U,U,U,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 2/3/10, at approximately 6:10 P.M., uniformed officers were stopped by a witness who informed the officers that three offenders armed with handguns were committing a home invasion robbery at his residence in the 1800 block of N. 18th Street. The officers arrived at the residence and heard the offenders demanding money. The first officer struck the front window with his ASP-Baton and one of the offenders fired several rounds at the officer through the front window. The first officer returned fire at the offender. All three offenders exited the rear of the property and one offender pointed his firearm at the second officer. The second officer discharged his firearm striking the offender. All three offenders were apprehended after a brief foot pursuit. The injured offender was transported to Temple Hospital. One 9mm semi-automatic pistol, loaded with four live rounds, and four fired cartridge casings was recovered inside the home. Approximately one thousand dollars U.S.C. that was taken from the homeowner was recovered in the driveway of the 1800 block of N. 18th Street.",Philadelphia,NA
4271574,7/2/1905,1,F,NA,U,U,U,NA,NA,NA,U,U,Newark Police Department,NA,Newark,NA
4044967,3/9/2010,1,F,Y,L,U,U,NA,NA,2,L;A,M;M,Houston Police Department,The officer on-viewed a disturbance in which the suspect was pulling a female from a vehicle. The officer confronted the suspect at which time the suspect pointed a weapon at the officer causing the officer to shoot the suspect.,Houston,"Location ""Protected by Law."" What is ""P""? One victim (second) armed with ""Vehicle."" Officers not on duty."
3535370,7/2/1905,1,N,U,U,U,U,NA,NA,NA,NA,U,Las Vegas Metropolitan Police Department,NA,LasVegas,NA
4542665,NA,1,N,Y,B,M,30,Burglary,6,3,W;W;W,M;M;M,Phoenix Police Department,"Officers observed a burglary suspect commit a burglary during surveillance. Subject drove to an apt complex and fled. Canine search was negative. Subject later emerged from an apt with an AK-47 and shot at officers, one bullet (shrapnel) hit an officer. Three officers fired at the subject at different times, only striking him once. He was later booked after a hospital stay.",Phoenix,NA
3725303,4/3/2012,1,N,N,B,U,U,Shoplifting,1,1,B,M,Memphis Police Department,"Closed 05/29/12;Ofc. Morris was off-duty  when he saw two unidentified black males shoplifting. Ofc. Morris notified Ofc. Eric Moore who was workign inside the store in his secndary employment capacity. Ofc. Moore was in full MOD uniform. Ofc. Morris who wa sin pain clithes, followed the susects into the parking lot along wth Ofc. Moore. He identified himself as police and gave verbal commands to stop. The suspects jumped into a waiting vehicle andnthe vehicle reversed, dragging Ofc. Morris underneath the vehicle. The vehicle continued and stoppped, then accelerated forward toward Ofc Morris. Ofc Morris pulled his duty weapon and fired one shot into the vehicle. The vehicle sped away, almost striking a witness and hitting a Ford pickup. The suspects and vehicle were never located.",Memphis,NA
4302278,9/1/2011,1,N,NA,B,U,U,NA,NA,6,B;B;B;W;W;W,U,Baltimore Police Department,NA,BaltimoreCity,*One officer fatality.
4036601,NA,1,F,Y,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 12/27/11, at 11:41 PM, uniformed officers responded to a radio call for gunshots in the area of the 1900 block of N. 27th Street. The officers were directed by the complainant to the rear of 2600 Berks Street, where they observed the offender attempting to climb over a short fence that separated the properties. The officer observed the offender holding a firearm in his right hand. The officer alerted the other officers by yelling “Gun”, and ordered the offender to drop the weapon and to get on the ground. The offender partially turned in the officer’s direction and began to raise the gun. The officer discharged his weapon, striking the offender. The offender was pronounced at the scene by Fire Rescue. A 9 MM pistol, loaded with twenty-three rounds was recovered at the scene.",Philadelphia,NA
3414881,7/4/1905,1,N,N,B,M,35,NA,NA,1,U,U,New York Police Department,NA,New York,NO HITS; BLUNT INSTRUMENT
4913963,NA,1,N,N,U,M,44,burglary,NA,1,NA,F,Miami-Dade Police Department,NA,MiamiDade,NA
1621761,NA,1,F,Y,U,U,U,NA,NA,2,U,U,Atlanta Police Department,NA,Atlanta,hits unknown
2260173,NA,1,N,U,B,M,31,Stakeout,NA,1,NA,U,Jacksonville Police Department,"Dewayne Wimberly was unarmed and fleeing police when he was shot in the ankle. Police said they were doing grand auto work and had been staking out a car since 3 a.m.when a woman and a man approached it about 10 a.m. When confronted, Wimberly ran north toward Baymeadows Road toward a wooded area, police said. Officer Jason Lederman said he saw a black gun in Wimberly's hand as he was running after him. Police had deployed a K-9 after Wimberly, who jumped a chain-link fence as the dog gained on him. Lederman said that he saw Wimberly throw something as he was running, but wasn’t sure what it was. According to Lederman, Wimberly crouched down and reached for something in his waistband, promting Lederman to fire three shots, hitting him once in the ankle. Police said they recovered a gun along the chase path.",Jacksonville,NA
1879193,NA,1,N,NA,B,M,20,NA,NA,1,W,M,Columbus Police Department,"Dequion Anderson suffered (2) gunshot wounds, one to the shoulder and one to the abdomen.",Columbus,NA
1258054,NA,1,N,Y,L,M,22,NA,NA,1,L,M,Houston Police Department,CRU officers working with the Robbery division officers stopped a robbery suspect. The suspect pointed a gun at the officer forcing the officer to shoot him. No officers were injured. The suspect was taken to Ben Taub and his condition is expected to survive.,Houston,NA
3153919,NA,1,F,N,U,M,U,Call For Service,NA,2,U,U,Philadelphia Police Department,"On 5/25/13, uniformed officers in a marked patrol vehicle responded to a Police Radio assignment of, “A person with a knife,” at Robbins Avenue and Lorretto Street. While en route, officers observed the offender armed with a large knife and bleeding, running at Robbins and Castor Avenues. One officer utilized his vehicle to impede the offender, knocking him to the ground. The officers exited their vehicle and ordered the offender to drop his knife. The offender stood and advanced towards the officers, with the knife still in hand, at which time both officers discharged their weapons, striking the offender. The offender was transported to Aria Hospital where he was subsequently pronounced. A eight inch knife was recovered at the scene.",Philadelphia,NA
4930860,2/7/2014,1,N,Y,U,U,U,NA,NA,2,NA,M;M,St. Louis Metro Police Department,NA,St. Louis,Handgun
4264853,NA,1,F,Y,W,M,50,Domestic violence,3,2,W;W,M;F,Phoenix Police Department,Ofc's responded to DV call. Observed suspect at doorway pointing assault rifle at wife then pointed it at ofc's who discharged weapons,Phoenix,NA
4207694,2/2/2012,1,F,N,B,M,18,NA,NA,1,U,U,New York Police Department,"On February 2, at 1501 hours, in the 47th Precinct, a police officer assigned to the Street Narcotics Enforcement Unit discharged his weapon once resulting in the death of a male subject. The officer, along with several other officers assigned to that unit, had been on patrol when they observed three men walking down the block. The officers observed one of the men holding his waistband, an indication that he may have been carrying a firearm, and then saw the group quickly enter and exit a nearby store. These actions led the officers to suspect that the group may be preparing to commit a crime. The group of men then broke apart and moved in different directions. Following the person they suspected possessed a firearm, one of the officers transmitted a description of the man with the gun. The subject, matching the description of the person suspected to be carrying the firearm, passed two of the officers, who got out of their car and attempted to stop the subject. The subject entered a building through the front door. After gaining entry to the building, one of the officers observed the subject, and believing that he was in possession of a firearm, pursued him inside an apartment in the building at which time the officer discharged one round from his weapon, striking the subject and causing his demise. The subject had prior arrests dating back to 2009, including burglary, robbery, drug sales, and weapons possession.",New York,UNKNOWN
2563893,12/10/2014,1,N,N,W,U,U,NA,NA,2,B;W,M;M,Houston Police Department,Two officers working extra jobs caught two male robbery suspects who were fleeing.  The suspects jumped in their truck and attempted to drive over the officer.  Both officers fired and struck the suspects injuring them.  Both suspects were arrested and charged.,Houston,"Both officers off-duty. Victims armed with ""Vehicles."""
3791999,12/8/2014,1,N,U,B,M,U,NA,NA,1,W,M,Los Angeles Police Department,"On Tuesday, August 12, 2014, around 9 p.m., Southwest Area plain clothes officers assigned to the narcotics Enforcement Detail were monitoring the area of 9th Avenue and Jefferson Boulevard when they observed a rcotic transaction. As officers took the buyer into custody, they noticed the second suspect (the seller) had left the scene. Officers searched the surrounding area and saw the suspect (later identified as Jothan Christian) on 10th Avenue and Jefferson Boulevard. Officers attempted to stop the suspect, at which time he ran to the rear of the 2900 block of Jefferson Boulevard. Officers followed the suspect and saw him climb a fence. Police Officer II Brett Rutkowski, Serial No. 40190, ordered the suspect to comply with his commands. The suspect then jumped down the fence and lunged towards Officer Rutkowski, at which time an officer involved shooting occurred. Los Angeles City Fire Department paramedics responded to the scene and transported the suspect to a local hospital, where he was listed in stable condition.",LosAngeles,http://www.lapdonline.org/august_2014/news_view/56873
3982891,NA,1,N,U,B,M,30-39,NA,13,1,B,M,Chicago Police Department,NA,Chicago,NA
4238311,8/7/2015,1,N,NA,B,M,U,NA,NA,1,W,M,DeKalb County Police Department,NA,DekalbCounty,NO HITS
1625344,1/10/2010,1,F,Y,L,M,16,Burglary / home invasion,NA,1,W,M,Austin Police Department,NA,Austin,NA
